Transaction ID,Product ID,Location ID,Transaction Type,Quantity,Unit Cost,Transaction Date,Reference Number,Created By User
TXN-00959,PLA-STO-101,HYD-003,RECEIPT,76,638.67,6/18/2025,PO-0054,Nikhil Rao
TXN-00960,PLA-AIR-191,DEL-002,ISSUE,-499,1757.43,3/25/2025,PO-0017,Lea Zimmermann
TXN-00961,BRA-BRA-080,BER-001,TRANSFER,-350,1336.54,6/2/2025,PO-0021,Tariq Abdullah
TXN-00962,PAC-CAR-148,CHI-002,TRANSFER,-113,1036.01,6/9/2025,PO-0092,Jacob Scott
TXN-00963,MEC-BUS-118,CHI-002,RECEIPT,13,110.18,3/9/2025,PO-0058,Tom Novak
TXN-00964,PAC-EDG-212,BER-001,TRANSFER,-423,760.53,4/5/2025,PO-0068,Ivan Petrov
TXN-00965,BRA-BRA-146,BRA-003,ISSUE,-245,1738.06,5/30/2025,PO-0074,Sophia Miller
TXN-00966,LIG-BRA-189,DEL-002,ISSUE,-340,1586.36,5/28/2025,PO-0045,Ryan White
TXN-00967,RAW-COP-216,NAG-003,ISSUE,-210,203.88,7/7/2025,PO-0023,Anton Kuznetsov
TXN-00968,MEC-BOL-064,HYD-003,TRANSFER,-385,2083.9,5/22/2025,PO-0059,Mason Hill
TXN-00969,PLA-SEA-169,HYD-003,TRANSFER,-301,358.04,2/25/2025,PO-0051,Ryan White
TXN-00970,ELE-SEN-012,NEW-001,RECEIPT,150,134.85,7/11/2025,PO-0069,Olivia Jones
TXN-00971,PAC-GUM-171,BRA-003,RECEIPT,367,933.82,3/28/2025,PO-0064,Natalie Singh
TXN-00972,BRA-BRA-196,FRA-003,RECEIPT,198,1395.36,2/20/2025,PO-0097,Lucas Schmidt
TXN-00973,MEC-CHA-130,SAO-001,ISSUE,-219,690.83,5/27/2025,PO-0022,Sofia Garcia
TXN-00974,MEC-NUT-054,FRA-003,RECEIPT,246,1068.61,2/7/2025,PO-0010,Vinay Kumar
TXN-00975,PAC-HON-178,OSA-002,TRANSFER,-246,1915.24,5/9/2025,PO-0044,Victor Hugo
TXN-00976,TOO-PUN-103,RIO-002,RECEIPT,213,2029.74,2/10/2025,PO-0002,Sofia Garcia
TXN-00977,TOO-VER-030,NAG-003,RECEIPT,177,1708.35,7/22/2025,PO-0096,Mateusz Kowalski
TXN-00978,MEC-SPA-125,MUN-002,RECEIPT,52,138.51,6/21/2025,PO-0085,David Lopez
TXN-00979,RAW-BRA-183,MUN-002,RECEIPT,251,1058.19,4/13/2025,PO-0021,Abdul Rahman
TXN-00980,ELE-RAI-215,BAN-001,TRANSFER,-61,2155.79,3/18/2025,PO-0038,Daniel Kim
TXN-00981,PAC-CLO-137,NAG-003,ISSUE,-96,2284.44,2/20/2025,PO-0086,Olivier Laurent
TXN-00982,PAC-PAC-003,OSA-002,ISSUE,-88,1823.25,5/24/2025,PO-0046,Mia Johansson
TXN-00983,ELE-WIR-056,NAG-003,RECEIPT,467,1672.27,7/23/2025,PO-0069,Samuel Wright
TXN-00984,TOO-RIV-114,NAG-003,RECEIPT,438,1177.06,7/13/2025,PO-0067,Linda Taylor
TXN-00985,TOO-SCR-170,NAG-003,TRANSFER,-469,252.01,2/27/2025,PO-0050,Zara Khalid
TXN-00986,RAW-TEX-079,MUN-002,RECEIPT,316,1933.48,2/2/2025,PO-0007,Jason Zhao
TXN-00987,LIG-HIG-097,SAO-001,RECEIPT,485,747.65,4/5/2025,PO-0048,Hannah Becker
TXN-00988,PLA-DOO-052,DEL-002,RECEIPT,225,1041.96,2/8/2025,PO-0002,Emily Chan
TXN-00989,TOO-SPA-211,NEW-001,TRANSFER,-352,777.96,2/17/2025,PO-0029,Chloe Smith
TXN-00990,LIG-XEN-205,RIO-002,TRANSFER,-95,946.72,3/15/2025,PO-0006,Anton Kuznetsov
TXN-00991,MEC-STU-132,DEL-002,ISSUE,-175,1933.96,6/24/2025,PO-0081,Ines Costa
TXN-00992,RAW-RUB-160,NEW-001,TRANSFER,-212,918.5,5/21/2025,PO-0016,Ahmed Khan
TXN-00993,CAB-ACC-055,DEL-002,ISSUE,-175,630.5,3/17/2025,PO-0002,Haruto Saito
TXN-00994,RAW-PVC-168,DAL-003,RECEIPT,209,167.41,3/27/2025,PO-0059,Julia Novak
TXN-00995,PLA-PIL-017,OSA-002,ISSUE,-342,1682.51,7/10/2025,PO-0048,Sophia Miller
TXN-00996,CAB-STE-018,BRA-003,RECEIPT,220,1151.13,4/19/2025,PO-0099,Camila Morales
TXN-00997,TOO-PRE-128,DEL-002,TRANSFER,-284,2480.72,6/26/2025,PO-0022,Sofia Garcia
TXN-00998,MEC-CLI-025,TOK-001,ISSUE,-333,1064.7,7/29/2025,PO-0050,Sara Cohen
TXN-00999,CAB-FUE-198,NAG-003,RECEIPT,180,1505.02,3/17/2025,PO-0082,Olivier Laurent
TXN-01000,RAW-STA-177,DAL-003,TRANSFER,-256,840.44,2/18/2025,PO-0043,Emily Wang
TXN-01001,RAW-NYL-156,BRA-003,TRANSFER,-239,1419.16,5/9/2025,PO-0066,Vinay Kumar
TXN-01002,MEC-ANC-190,NEW-001,TRANSFER,-310,744.3,7/31/2025,PO-0002,Ahmed Khan
TXN-01003,RAW-MIL-006,TOK-001,RECEIPT,168,2154.76,4/2/2025,PO-0095,Laila Haddad
TXN-01004,ELE-OXY-194,NEW-001,TRANSFER,-50,2384.45,2/16/2025,PO-0018,Anna Petrova
TXN-01005,TOO-PRE-128,CHI-002,RECEIPT,87,2480.72,5/8/2025,PO-0027,Linda Taylor
TXN-01006,PLA-SWI-010,NEW-001,TRANSFER,-316,1744.51,5/25/2025,PO-0095,Ivan Petrov
TXN-01007,QUA-IMP-035,CHI-002,ISSUE,-339,2053.14,2/11/2025,PO-0067,Mohamed Ben Salah
TXN-01008,MEC-WAS-107,OSA-002,ISSUE,-394,535.45,2/7/2025,PO-0030,Jasmin Berger
TXN-01009,TOO-CAB-085,DAL-003,RECEIPT,115,2078.52,6/19/2025,PO-0007,Martin Svensson
TXN-01010,MEC-BOL-064,SAO-001,TRANSFER,-366,2083.9,3/29/2025,PO-0078,Khaled Hamdan
TXN-01011,QUA-LEA-134,DAL-003,RECEIPT,236,1121.9,7/12/2025,PO-0001,Tom Novak
TXN-01012,ELE-SPE-126,DEL-002,RECEIPT,36,2203.31,7/13/2025,PO-0019,Lea Zimmermann
TXN-01013,ELE-TEM-033,DEL-002,RECEIPT,313,674.35,6/21/2025,PO-0027,Hannah Becker
TXN-01014,MEC-CHA-130,DEL-002,ISSUE,-381,690.83,5/31/2025,PO-0040,Abdul Rahman
TXN-01015,BRA-BRA-185,NEW-001,RECEIPT,227,561.66,3/18/2025,PO-0078,David Lopez
TXN-01016,TOO-CLA-078,CHI-002,TRANSFER,-239,2354.26,7/13/2025,PO-0026,Yuki Tanaka
TXN-01017,QUA-DIA-201,MUN-002,RECEIPT,496,2323.42,5/4/2025,PO-0051,Khaled Hamdan
TXN-01018,BRA-BRA-043,MUN-002,ISSUE,-226,1802.19,6/10/2025,PO-0079,Neha Kapoor
TXN-01019,TOO-HYD-111,SAO-001,RECEIPT,429,1478.58,6/4/2025,PO-0003,Olivier Laurent
TXN-01020,PLA-WHE-098,BER-001,RECEIPT,398,1340,4/18/2025,PO-0077,Gabriel Torres
TXN-01021,PAC-WIR-040,FRA-003,TRANSFER,-99,2460.75,4/7/2025,PO-0049,Mateusz Kowalski
TXN-01022,RAW-TEX-079,MUN-002,ISSUE,-202,1933.48,6/24/2025,PO-0078,Nikhil Rao
TXN-01023,PLA-BUM-019,DAL-003,RECEIPT,376,540.75,6/1/2025,PO-0026,Chen Wei
TXN-01024,LIG-DOO-049,BAN-001,RECEIPT,451,221.14,6/9/2025,PO-0094,Akira Kobayashi
TXN-01025,BRA-BRA-096,MUN-002,ISSUE,-483,1849.13,5/18/2025,PO-0051,Victor Hugo
TXN-01026,BRA-BRA-096,BER-001,ISSUE,-167,1849.13,7/15/2025,PO-0076,Emma Dubois
TXN-01027,QUA-FLO-105,BRA-003,RECEIPT,481,1131.78,3/4/2025,PO-0050,Lucia Alvarez
TXN-01028,LIG-IND-042,NEW-001,ISSUE,-500,184.23,4/7/2025,PO-0099,Alicia Thomas
TXN-01029,BRA-BRA-185,DAL-003,TRANSFER,-373,561.66,6/6/2025,PO-0082,Zara Khalid
TXN-01030,PAC-PLA-095,NAG-003,RECEIPT,343,1859.77,5/10/2025,PO-0055,Neha Kapoor
TXN-01031,MEC-BOL-064,NEW-001,ISSUE,-27,2083.9,5/4/2025,PO-0081,Yasmine El-Gamal
TXN-01032,PAC-THE-174,BAN-001,TRANSFER,-350,257.39,7/16/2025,PO-0019,Victor Ivanov
TXN-01033,PLA-SPE-155,MUN-002,TRANSFER,-85,2481.8,4/7/2025,PO-0032,Tariq Abdullah
TXN-01034,CAB-DOO-149,OSA-002,RECEIPT,16,206.63,3/2/2025,PO-0099,Mohammed Ali
TXN-01035,BRA-BRA-165,NAG-003,ISSUE,-213,1978.8,7/31/2025,PO-0076,Isla Thompson
TXN-01036,ELE-RAD-133,BRA-003,RECEIPT,458,2053.17,5/20/2025,PO-0022,Laila Haddad
TXN-01037,QUA-MUL-065,NAG-003,ISSUE,-266,24.68,6/17/2025,PO-0085,Khaled Hamdan
TXN-01038,TOO-CUT-151,CHI-002,TRANSFER,-220,1670.43,2/23/2025,PO-0014,Vinay Kumar
TXN-01039,QUA-MIC-147,SAO-001,ISSUE,-426,740.49,3/9/2025,PO-0035,Victor Hugo
TXN-01040,MEC-NUT-054,BRA-003,TRANSFER,-213,1068.61,7/29/2025,PO-0040,Aarav Mehta
TXN-01041,BRA-BRA-044,RIO-002,ISSUE,-10,1011.98,2/25/2025,PO-0009,Priya Desai
TXN-01042,CAB-TAI-179,BER-001,TRANSFER,-223,1938.18,7/18/2025,PO-0037,Jasmin Berger
TXN-01043,TOO-HYD-111,HYD-003,RECEIPT,201,1478.58,3/20/2025,PO-0091,Juan Perez
TXN-01044,PLA-CUP-051,MUN-002,RECEIPT,267,376.91,3/1/2025,PO-0058,Lucia Alvarez
TXN-01045,PAC-SHR-209,NEW-001,RECEIPT,112,546.77,2/16/2025,PO-0096,William Brown
TXN-01046,QUA-SUR-208,SAO-001,RECEIPT,142,1658.23,5/16/2025,PO-0057,Elif Yilmaz
TXN-01047,RAW-RUB-160,DEL-002,TRANSFER,-95,918.5,2/21/2025,PO-0038,Isla Thompson
TXN-01048,LIG-HIG-097,DEL-002,ISSUE,-42,747.65,4/29/2025,PO-0004,Salma Nasser
TXN-01049,ELE-TRA-061,MUN-002,ISSUE,-354,806.08,2/26/2025,PO-0002,Zanele Dlamini
TXN-01050,TOO-BEA-069,SAO-001,RECEIPT,350,219.03,6/30/2025,PO-0006,Chloe Smith
TXN-01051,CAB-ACC-055,FRA-003,RECEIPT,202,630.5,7/5/2025,PO-0067,Olivier Laurent
TXN-01052,TOO-BEA-069,BRA-003,ISSUE,-252,219.03,4/28/2025,PO-0078,Laila Haddad
TXN-01053,ELE-TOU-087,DAL-003,TRANSFER,-465,2128.87,4/29/2025,PO-0041,Hannah Becker
TXN-01054,LIG-LED-093,OSA-002,ISSUE,-203,1380.47,7/7/2025,PO-0008,Aisha Khan
TXN-01055,TOO-CAB-085,SAO-001,RECEIPT,11,2078.52,5/28/2025,PO-0090,Haruto Saito
TXN-01056,MEC-BEA-186,RIO-002,RECEIPT,23,2410.43,7/5/2025,PO-0016,Samuel Kim
TXN-01057,RAW-COP-072,NAG-003,RECEIPT,198,1181.06,5/27/2025,PO-0080,Jacob Scott
TXN-01058,PLA-SEA-169,RIO-002,ISSUE,-273,358.04,5/17/2025,PO-0085,Ines Costa
TXN-01059,LIG-DAS-001,OSA-002,ISSUE,-18,244.87,7/13/2025,PO-0047,Sophia Miller
TXN-01060,BRA-BRA-207,NAG-003,ISSUE,-357,401.95,5/25/2025,PO-0030,Tariq Abdullah
TXN-01061,MEC-SPA-125,BER-001,TRANSFER,-323,138.51,2/21/2025,PO-0045,Laila Haddad
TXN-01062,QUA-MEA-122,OSA-002,TRANSFER,-473,1142.52,2/26/2025,PO-0094,Mason Hill
TXN-01063,QUA-THE-076,TOK-001,RECEIPT,374,648.05,3/9/2025,PO-0067,Noah Becker
TXN-01064,QUA-DIA-201,RIO-002,TRANSFER,-268,2323.42,2/9/2025,PO-0017,Chen Xi
TXN-01065,QUA-PRE-204,DEL-002,ISSUE,-436,1855.01,7/23/2025,PO-0071,Mateusz Kowalski
TXN-01066,BRA-BRA-044,BRA-003,ISSUE,-498,1011.98,3/2/2025,PO-0062,Keiko Mori
TXN-01067,MEC-BRA-139,NEW-001,RECEIPT,118,258.28,3/16/2025,PO-0097,Keiko Mori
TXN-01068,LIG-HAZ-180,DEL-002,RECEIPT,232,2468.94,2/8/2025,PO-0021,Amelia Clarke
TXN-01069,TOO-DEB-099,SAO-001,ISSUE,-122,1598.3,4/7/2025,PO-0086,Yara Mahmoud
TXN-01070,LIG-HEA-172,DEL-002,TRANSFER,-79,1640.76,6/17/2025,PO-0082,Akira Kobayashi
TXN-01071,ELE-SPE-126,DEL-002,TRANSFER,-180,2203.31,3/30/2025,PO-0074,Jason Zhao
TXN-01072,RAW-RUB-154,DEL-002,TRANSFER,-185,2134.81,5/8/2025,PO-0092,Victor Hugo
TXN-01073,LIG-BRA-189,NAG-003,ISSUE,-344,1586.36,7/15/2025,PO-0072,Ben Williams
TXN-01074,BRA-BRA-207,NEW-001,RECEIPT,142,401.95,3/2/2025,PO-0038,Mohammed Ali
TXN-01075,RAW-FIB-029,DEL-002,ISSUE,-389,777.56,7/2/2025,PO-0025,Victor Hugo
TXN-01076,TOO-VER-030,TOK-001,ISSUE,-75,1708.35,4/22/2025,PO-0049,Noah Becker
TXN-01077,LIG-BRA-189,BAN-001,ISSUE,-41,1586.36,7/2/2025,PO-0069,Ines Costa
TXN-01078,PLA-GEA-217,BER-001,ISSUE,-173,730.89,5/5/2025,PO-0087,Mohamed Ben Salah
TXN-01079,ELE-TEM-033,FRA-003,TRANSFER,-318,674.35,7/2/2025,PO-0029,Lucas Schmidt
TXN-01080,MEC-HIN-102,BAN-001,TRANSFER,-446,1234.45,5/29/2025,PO-0041,Nora Lindberg
TXN-01081,PAC-SHR-209,CHI-002,RECEIPT,265,546.77,7/25/2025,PO-0059,Nora Lindberg
TXN-01082,RAW-RUB-154,CHI-002,RECEIPT,392,2134.81,7/21/2025,PO-0090,Fatima Noor
TXN-01083,RAW-RUB-154,DAL-003,ISSUE,-267,2134.81,7/27/2025,PO-0016,Rania El-Sayed
TXN-01084,ELE-GPS-218,NAG-003,TRANSFER,-254,1155.64,7/12/2025,PO-0028,Chen Xi
TXN-01085,RAW-SHE-075,NAG-003,ISSUE,-40,1189.17,4/27/2025,PO-0020,Andreas Bauer
TXN-01086,MEC-NUT-054,RIO-002,TRANSFER,-488,1068.61,3/30/2025,PO-0090,Neha Kapoor
TXN-01087,BRA-ABS-014,BRA-003,RECEIPT,448,308.52,6/5/2025,PO-0094,Laura Rossi
TXN-01088,LIG-STE-077,RIO-002,TRANSFER,-477,279.17,3/13/2025,PO-0003,Tuan Nguyen
TXN-01089,PLA-STO-101,DAL-003,ISSUE,-357,638.67,6/2/2025,PO-0045,Alicia Thomas
TXN-01090,PLA-STO-101,BER-001,RECEIPT,280,638.67,4/14/2025,PO-0037,Ryan White
TXN-01091,TOO-SAW-050,NAG-003,TRANSFER,-211,2380.48,2/25/2025,PO-0017,Amelia Clarke
TXN-01092,CAB-GRO-193,SAO-001,TRANSFER,-453,1826.74,2/14/2025,PO-0091,Igor Popov
TXN-01093,MEC-BUS-118,OSA-002,RECEIPT,305,110.18,3/8/2025,PO-0057,Ryan White
TXN-01094,PAC-LAB-124,CHI-002,RECEIPT,117,144.97,3/28/2025,PO-0096,Raj Patel
TXN-01095,LIG-BRA-189,OSA-002,RECEIPT,195,1586.36,6/28/2025,PO-0014,Sara Cohen
TXN-01096,BRA-BRA-202,RIO-002,RECEIPT,202,690.44,5/21/2025,PO-0087,Abdul Rahman
TXN-01097,TOO-GRI-015,DEL-002,ISSUE,-252,214.14,3/18/2025,PO-0007,Daniel Kim
TXN-01098,MEC-STU-132,OSA-002,ISSUE,-313,1933.96,5/23/2025,PO-0020,Elif Yilmaz
TXN-01099,BRA-BRA-185,BER-001,RECEIPT,27,561.66,3/3/2025,PO-0031,Laura Rossi
TXN-01100,ELE-SPE-126,CHI-002,TRANSFER,-315,2203.31,3/17/2025,PO-0084,Victor Hugo
TXN-01101,LIG-HIG-097,SAO-001,TRANSFER,-417,747.65,7/22/2025,PO-0085,Mohammed Ali
TXN-01102,QUA-TEM-200,MUN-002,TRANSFER,-205,1908.89,4/12/2025,PO-0081,Santiago Herrera
TXN-01103,TOO-RIV-114,DAL-003,RECEIPT,71,1177.06,3/2/2025,PO-0011,Daniel Kim
TXN-01104,ELE-SPE-126,OSA-002,TRANSFER,-475,2203.31,6/11/2025,PO-0029,Emily Wang
TXN-01105,TOO-CUT-151,TOK-001,TRANSFER,-255,1670.43,4/12/2025,PO-0089,Victor Hugo
TXN-01106,MEC-CLI-025,SAO-001,TRANSFER,-102,1064.7,5/10/2025,PO-0062,Linda Taylor
TXN-01107,LIG-HAZ-180,BER-001,ISSUE,-302,2468.94,3/5/2025,PO-0013,Amelia Clarke
TXN-01108,PLA-PIL-017,NAG-003,TRANSFER,-104,1682.51,5/15/2025,PO-0090,Emily Wang
TXN-01109,PLA-STO-101,FRA-003,TRANSFER,-411,638.67,6/16/2025,PO-0063,Tom Novak
TXN-01110,ELE-RAD-133,RIO-002,TRANSFER,-285,2053.17,7/17/2025,PO-0016,Alicia Thomas
TXN-01111,CAB-GRO-193,NEW-001,TRANSFER,-469,1826.74,3/3/2025,PO-0024,Camila Morales
TXN-01112,PAC-HON-178,HYD-003,RECEIPT,294,1915.24,5/26/2025,PO-0041,Daniel Kim
TXN-01113,CAB-SPE-011,HYD-003,TRANSFER,-115,748.8,7/18/2025,PO-0021,Mohammed Ali
TXN-01114,RAW-FOA-144,CHI-002,RECEIPT,53,1714.15,3/4/2025,PO-0065,Igor Popov
TXN-01115,PLA-INS-094,FRA-003,RECEIPT,226,636,7/19/2025,PO-0001,David Lopez
TXN-01116,LIG-STE-077,BAN-001,TRANSFER,-473,279.17,4/17/2025,PO-0085,Gabriel Torres
TXN-01117,TOO-RIV-114,HYD-003,TRANSFER,-261,1177.06,7/28/2025,PO-0041,Clara Weber
TXN-01118,RAW-HIG-091,TOK-001,TRANSFER,-271,52.94,3/26/2025,PO-0089,Chloe Smith
TXN-01119,TOO-SCR-170,RIO-002,RECEIPT,131,252.01,2/10/2025,PO-0025,Nora Lindberg
TXN-01120,LIG-STE-077,RIO-002,RECEIPT,500,279.17,3/7/2025,PO-0078,Tuan Nguyen
TXN-01121,ELE-WIR-056,TOK-001,ISSUE,-152,1672.27,3/5/2025,PO-0094,Dmitri Fedorov
TXN-01122,PLA-CEN-109,DEL-002,TRANSFER,-140,1488.59,4/8/2025,PO-0049,Santiago Herrera
TXN-01123,LIG-IND-042,BER-001,ISSUE,-52,184.23,4/7/2025,PO-0087,Laila Haddad
TXN-01124,PAC-HON-178,HYD-003,TRANSFER,-114,1915.24,2/19/2025,PO-0081,Jasmin Berger
TXN-01125,TOO-BEA-069,OSA-002,TRANSFER,-340,219.03,3/22/2025,PO-0092,Anna Petrova
TXN-01126,PLA-BEZ-145,OSA-002,TRANSFER,-430,2446.06,6/11/2025,PO-0078,Elena Rossi
TXN-01127,RAW-CER-108,RIO-002,RECEIPT,171,1384.46,5/23/2025,PO-0049,Carlos Silva
TXN-01128,PLA-SPE-155,NEW-001,RECEIPT,148,2481.8,3/4/2025,PO-0069,Ananya Iyer
TXN-01129,ELE-IGN-176,FRA-003,ISSUE,-43,538.14,4/26/2025,PO-0082,Mohammed Ali
TXN-01130,LIG-LED-093,BRA-003,ISSUE,-408,1380.47,4/11/2025,PO-0019,Natalie Becker
TXN-01131,ELE-ELE-058,CHI-002,RECEIPT,60,406.3,5/8/2025,PO-0029,Khaled Hamdan
TXN-01132,ELE-STE-027,SAO-001,RECEIPT,99,34.08,6/15/2025,PO-0094,Diana Mihai
TXN-01133,TOO-CUT-151,RIO-002,ISSUE,-58,1670.43,6/16/2025,PO-0045,Ryan White
TXN-01134,QUA-MIC-147,RIO-002,ISSUE,-292,740.49,4/11/2025,PO-0078,Chloe Smith
TXN-01135,CAB-WIN-013,HYD-003,ISSUE,-494,209.48,5/11/2025,PO-0024,Sebastian Miller
TXN-01136,BRA-BRA-207,NAG-003,TRANSFER,-413,401.95,6/17/2025,PO-0071,Camila Morales
TXN-01137,ELE-GPS-218,BER-001,ISSUE,-313,1155.64,3/5/2025,PO-0034,Liam Johnson
TXN-01138,ELE-IGN-176,FRA-003,TRANSFER,-89,538.14,7/19/2025,PO-0017,Nora Lindberg
TXN-01139,LIG-HIG-097,TOK-001,TRANSFER,-146,747.65,2/14/2025,PO-0093,Vinay Kumar
TXN-01140,PAC-PLA-095,NAG-003,RECEIPT,357,1859.77,7/6/2025,PO-0054,Yasmine El-Gamal
TXN-01141,MEC-BUS-118,HYD-003,ISSUE,-191,110.18,5/31/2025,PO-0065,Pedro Ramos
TXN-01142,RAW-GLA-071,BER-001,TRANSFER,-492,1905.46,3/31/2025,PO-0040,Vinay Kumar
TXN-01143,QUA-WEI-220,DEL-002,ISSUE,-218,995.46,4/22/2025,PO-0012,Vinay Kumar
TXN-01144,TOO-ASS-021,DEL-002,TRANSFER,-132,1672.98,2/24/2025,PO-0022,Noah Becker
TXN-01145,TOO-GRI-015,DEL-002,TRANSFER,-156,214.14,6/22/2025,PO-0064,Liam Johnson
TXN-01146,PLA-CEN-109,OSA-002,TRANSFER,-487,1488.59,3/7/2025,PO-0062,Chen Xi
TXN-01147,MEC-STU-132,OSA-002,TRANSFER,-464,1933.96,6/17/2025,PO-0090,Daniel Kim
TXN-01148,TOO-MEA-104,BAN-001,TRANSFER,-107,1399.6,2/2/2025,PO-0092,Laila Haddad
TXN-01149,LIG-HAZ-180,FRA-003,TRANSFER,-186,2468.94,4/4/2025,PO-0095,Keiko Mori
TXN-01150,TOO-SPA-211,BRA-003,TRANSFER,-360,777.96,7/6/2025,PO-0006,Tariq Abdullah
TXN-01151,TOO-WEL-115,HYD-003,TRANSFER,-486,1354.55,6/15/2025,PO-0029,Mia Johansson
TXN-01152,PLA-SID-020,DAL-003,RECEIPT,273,930.12,5/2/2025,PO-0007,Laila Haddad
TXN-01153,TOO-DRI-127,BER-001,RECEIPT,201,783.77,3/1/2025,PO-0044,Sara Cohen
TXN-01154,MEC-BOL-064,RIO-002,TRANSFER,-445,2083.9,3/3/2025,PO-0038,Igor Popov
TXN-01155,PAC-LAB-124,CHI-002,ISSUE,-119,144.97,2/1/2025,PO-0095,Elif Yilmaz
TXN-01156,BRA-BRA-146,BER-001,RECEIPT,482,1738.06,4/20/2025,PO-0083,Aditya Varma
TXN-01157,PAC-EDG-212,BRA-003,RECEIPT,488,760.53,5/30/2025,PO-0080,Zoey Martin
TXN-01158,TOO-GRI-015,DAL-003,RECEIPT,325,214.14,5/29/2025,PO-0043,Igor Popov
TXN-01159,RAW-HIG-091,DEL-002,RECEIPT,189,52.94,3/20/2025,PO-0052,Aisha Khan
TXN-01160,PAC-PAC-003,DEL-002,ISSUE,-261,1823.25,3/23/2025,PO-0011,Samuel Kim
TXN-01161,MEC-STU-132,BRA-003,RECEIPT,220,1933.96,3/4/2025,PO-0063,Aarav Mehta
TXN-01162,PAC-WIR-040,SAO-001,TRANSFER,-138,2460.75,3/30/2025,PO-0061,Laura Rossi
TXN-01163,BRA-BRA-096,CHI-002,ISSUE,-229,1849.13,3/19/2025,PO-0069,Yuki Tanaka
TXN-01164,LIG-INS-028,MUN-002,TRANSFER,-439,929.35,5/24/2025,PO-0021,Juan Perez
TXN-01165,RAW-HIG-091,NAG-003,ISSUE,-12,52.94,5/3/2025,PO-0091,Raj Patel
TXN-01166,RAW-FIB-029,NEW-001,ISSUE,-30,777.56,3/7/2025,PO-0051,Anton Kuznetsov
TXN-01167,PLA-AIR-191,DAL-003,RECEIPT,92,1757.43,7/21/2025,PO-0026,Nikhil Rao
TXN-01168,PAC-GUM-171,CHI-002,RECEIPT,225,933.82,6/6/2025,PO-0071,Chen Xi
TXN-01169,LIG-XEN-205,OSA-002,TRANSFER,-75,946.72,4/25/2025,PO-0097,Olivier Laurent
TXN-01170,QUA-TEM-200,BRA-003,ISSUE,-266,1908.89,5/11/2025,PO-0017,Ananya Iyer
TXN-01171,LIG-INS-028,SAO-001,RECEIPT,74,929.35,3/12/2025,PO-0045,Mei Lin
TXN-01172,PLA-SPO-004,SAO-001,TRANSFER,-131,483.62,2/14/2025,PO-0087,Emily Chan
TXN-01173,LIG-SIG-110,TOK-001,TRANSFER,-14,1760.44,5/23/2025,PO-0062,Olivia Jones
TXN-01174,TOO-TES-073,MUN-002,RECEIPT,399,1628.86,5/21/2025,PO-0032,Dmitri Fedorov
TXN-01175,PAC-WIR-040,NAG-003,TRANSFER,-105,2460.75,4/5/2025,PO-0036,Jason Zhao
TXN-01176,TOO-VER-030,RIO-002,ISSUE,-368,1708.35,4/5/2025,PO-0086,Laila Haddad
TXN-01177,PLA-CUP-051,MUN-002,TRANSFER,-410,376.91,2/27/2025,PO-0090,Jasmin Berger
TXN-01178,PAC-WOO-129,TOK-001,RECEIPT,106,2082.04,7/2/2025,PO-0081,Vinay Kumar
TXN-01179,CAB-POW-039,NEW-001,RECEIPT,77,1495.46,5/14/2025,PO-0005,Rania El-Sayed
TXN-01180,TOO-SAW-050,BRA-003,RECEIPT,228,2380.48,2/5/2025,PO-0079,Raj Patel
TXN-01181,LIG-NUM-024,RIO-002,RECEIPT,204,1226.44,5/16/2025,PO-0068,Diana Mihai
TXN-01182,LIG-HAZ-180,OSA-002,RECEIPT,123,2468.94,4/28/2025,PO-0055,Nikhil Rao
TXN-01183,BRA-BRA-016,FRA-003,ISSUE,-339,1677.62,2/14/2025,PO-0039,Ananya Iyer
TXN-01184,TOO-BEA-069,DAL-003,ISSUE,-492,219.03,5/1/2025,PO-0092,Anton Kuznetsov
TXN-01185,MEC-BOL-064,DAL-003,RECEIPT,103,2083.9,2/11/2025,PO-0001,Takeshi Yamamoto
TXN-01186,TOO-SCR-170,NAG-003,ISSUE,-118,252.01,4/15/2025,PO-0061,Rania El-Sayed
TXN-01187,RAW-NYL-156,DEL-002,ISSUE,-104,1419.16,4/6/2025,PO-0063,James Walker
TXN-01188,QUA-THI-086,CHI-002,RECEIPT,59,1428.93,7/22/2025,PO-0002,Jacob Scott
TXN-01189,ELE-ABS-142,SAO-001,RECEIPT,179,2132.33,5/4/2025,PO-0095,James Walker
TXN-01190,PLA-AIR-191,SAO-001,TRANSFER,-280,1757.43,7/5/2025,PO-0048,Hannah Becker
TXN-01191,BRA-DRU-167,CHI-002,RECEIPT,309,1690.34,5/10/2025,PO-0012,Lucas Schmidt
TXN-01192,RAW-LEA-034,OSA-002,TRANSFER,-318,2147.9,3/3/2025,PO-0006,Leo Schneider
TXN-01193,RAW-PVC-168,RIO-002,RECEIPT,108,167.41,7/31/2025,PO-0058,Chloe Smith
TXN-01194,PLA-SID-020,FRA-003,TRANSFER,-185,930.12,4/19/2025,PO-0093,Yara Mahmoud
TXN-01195,QUA-CAL-195,NEW-001,TRANSFER,-379,2081.11,3/12/2025,PO-0006,Grace O'Connor
TXN-01196,TOO-SAW-050,BER-001,TRANSFER,-374,2380.48,4/6/2025,PO-0098,Ali Reza
TXN-01197,CAB-THR-089,BRA-003,ISSUE,-239,2370.68,7/12/2025,PO-0092,Daniel Kim
